"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","tv_S","ooh_S","print_S","facebook_S","cluster","top_sol"
"98","3_45_11",0,0.354299677617867,12.1686552211087,17.2801325028519,2.27690052257444,0.159203366484577,0.50568849351938,0.339875448447679,0.29604818773921,3,FALSE
"99","3_45_4",0,0.414750711664431,12.1686545689167,17.2801319705212,2.27690055057974,0.157683329462409,0.373746067727154,0.292539793394888,0.436829753163863,3,FALSE
"100","3_45_5",0,0.412135839953588,12.1686548549036,17.280132087294,2.27690065961109,0.179329878860152,0.388019458789591,0.309710763639273,0.446755322055982,3,FALSE
"101","3_45_6",0,0.324241683556527,12.1686563334956,17.2801343254388,2.2769007306212,0.116560888484487,0.739084388962571,0.389820557364563,0.576261154851829,2,FALSE
"102","3_45_8",0,0.289288783836408,12.1686551116441,17.2801335067244,2.27690041999059,0.207875258509503,0.58652798844708,0.234437392160081,0.192078529855545,6,FALSE
"103","3_46_1",0,0.375482537988704,12.168655053761,17.2801316928416,2.27690072386409,0.204790157774065,0.468851811838762,0.317000082645301,0.416653106452341,3,FALSE
"104","3_46_10",0,0.235243468342042,12.16865575636,17.2801347941905,2.27690035949672,0.209264238515285,0.814345318496354,0.259076230824967,0.183531922983064,6,FALSE
"105","3_46_3",0,0.368228016434025,12.1686550713959,17.2801336918053,2.27690065316894,0.196134740993589,0.479280025444302,0.277057199226464,0.455399426999757,4,FALSE
"106","3_46_7",0,0.428040266195028,12.1686539551086,17.2801322207093,2.27690004365317,0.138979741822399,0.270169750143703,0.251873064604912,0.174267456717753,3,FALSE
"107","3_46_9",0,0.282750969100364,12.1686557273338,17.2801332392172,2.27690058398562,0.127073394931176,0.761603365818742,0.317896990317441,0.361137976610982,2,FALSE
