"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"75",2.9848525,0.9679645,0.1812153,0.66736375,0.544895,0.3446725,2.06691,0.7814754,0.237769,2.4727225,0.5329579,0.5341795,0.648002,0.142279104636628,0.0608417366161741,-0.0593665068063067,0.216676569440125,1.21217895300828,1.4428448329418,1.21217895300828,0.244250689562142,0,5195575.82674432,0.0802643,64656754.1763662,1e-04,1,0.0966949462890625,40.5395829677582,"3_38_4",3,38,4,411,FALSE,TRUE,5,0.211818328842021,4,FALSE
"76",2.69868,0.9738361,0.1501077,0.65709475,0.5067758,0.3820906,2.3255675,0.9640851,0.1403548,2.481615,0.5866626,0.532292,0.6558203,0.0197392437025059,-0.0806225475846702,-0.303358349750996,0.231360438406963,1.28969833217938,1.51193884772487,1.28969833217938,0.158885911970592,0,13578823.9918643,0.209935,64656754.1763662,1e-04,1,0.0956408977508545,40.6403360366821,"3_38_5",3,38,5,412,FALSE,TRUE,3,0.218102311377456,4,FALSE
"77",2.72785,0.7972716,0.2198514,0.70264175,0.4853257,0.3712894,2.25616,0.8873455,0.1607548,1.5499925,0.8319272,0.606604,0.6573578,0.0270072490270596,-0.059486280541734,-0.20463536882783,0.230501147977956,1.26398768834395,1.53915653789824,1.26398768834395,0.218759421721013,0,12516555.1015052,0.193504,64656754.1763662,1e-04,1,0.0830788612365723,40.9212658405304,"3_38_8",3,38,8,415,FALSE,TRUE,5,0.22778908420969,4,FALSE
"78",2.8174675,0.7767763,0.1520352,0.8368575,0.5451477,0.3328933,1.9825075,0.7397274,0.212245,1.9282175,0.6538654,0.496267,0.6447086,0.69042270581321,0.587954378942317,0.699639764356971,0.129860974613063,0.794916994458646,0.80699733564279,0.794916994458646,0.309564110126811,0,1551795.05642696,0.0239029,64656754.1763662,1e-04,1,0.0869841575622559,41.6145038604736,"3_39_4",3,39,4,422,FALSE,TRUE,4,0.118427311671225,3,FALSE
"79",2.7279975,0.8143215,0.2244846,0.6401045,0.3256676,0.3824977,2.4402825,0.9789517,0.11663266,1.902545,0.7571203,0.48713,0.6367751,0.0130000816441983,-0.00853224147083487,-0.175363982102649,0.231848166781914,1.29497332521312,1.6037349753388,1.29497332521312,0.13211220835176,0,14123825.9239273,0.218365,64656754.1763662,1e-04,1,0.0966429710388184,41.8148448467255,"3_39_6",3,39,6,424,FALSE,TRUE,1,0.236437834506341,7,FALSE
"80",2.6686975,0.7914273,0.1991031,0.64159075,0.5613156,0.3387091,2.2392475,0.6418009,0.2895073,1.6876275,0.9244637,0.55668,0.6508259,0.617170101486399,0.507040759845147,0.579218016282395,0.144046423902107,0.873903449983475,0.904868935250197,0.873903449983475,0.288650972311171,0,2105466.59217793,0.032467,64656754.1763662,1e-04,1,0.0849919319152832,41.9050889015198,"3_39_7",3,39,7,425,FALSE,TRUE,6,0.124294729220417,3,FALSE
"81",2.6929925,0.9565083,0.153624,0.6741405,0.4445486,0.3915859,2.421495,0.7588059,0.1374325,2.37954,0.5619036,0.3661015,0.6583862,-0.0351075299313266,-0.110083985266438,-0.285206792550046,0.237744798650466,1.29381771667166,1.5897963386228,1.29381771667166,0.163265912419846,0,34499398.7496172,0.533531,64656754.1763662,1e-04,1,0.0861599445343018,42.2805428504944,"3_39_11",3,39,11,429,FALSE,TRUE,5,0.23415454321733,8,FALSE
"82",2.5760975,0.8517253,0.0690186,0.5738885,0.3726635,0.2429038,1.6516,0.8424419,0.2147644,2.1476025,0.8558084,0.6343515,0.6041903,0.694013538743966,0.585320882698652,0.723345468712047,0.120390870980915,0.953801844349082,0.845810457589617,0.953801844349082,0.212009676383902,0,502855.762551,0.00767808,64656754.1763662,1e-04,1,0.0903539657592773,42.6994299888611,"3_40_4",3,40,4,433,FALSE,TRUE,3,0.0914596741822664,8,TRUE
"83",1.49786,0.9067131,0.1381461,0.63267325,0.33006262,0.3319702,1.951935,0.9563207,0.1689955,2.1343375,0.8412687,0.5886935,0.6582683,0.0426567247045648,-0.0465943827198863,-0.184292706128086,0.228639960191079,1.25627400927611,1.5261053456795,1.25627400927611,0.212446295076842,0,10679581.8040392,0.16509,64656754.1763662,1e-04,1,0.0838618278503418,42.8900890350342,"3_40_6",3,40,6,435,FALSE,TRUE,4,0.224528985792091,6,FALSE
"84",2.5954925,0.5619995,0.0630906,0.7589675,0.5353519,0.3367276,2.2501825,0.6986633,0.3690526,1.77348,0.9435541,0.587135,0.6011789,0.77905094512214,0.671506279246475,0.830145074818457,0.101891574505503,0.829884696966888,0.686846444610132,0.829884696966888,0.358933570904328,0,309094.322393462,0.00468101,64656754.1763662,1e-04,1,0.0847761631011963,43.1692519187927,"3_40_9",3,40,9,438,FALSE,TRUE,6,0.128443270706042,1,FALSE
